Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,Country,City,Store_Name,Sales_Channel,Product_Category,Product_Name,SKU,Quantity,Unit_Price,Discount_%,Revenue,Cost,Profit,Payment_Method,Customer_Rating,Return_Reason,Currency,Inventory_Available
PUMA134437,8/23/2025,C97345,James Hernandez,Female,18,UAE,Mumbai,Puma-Mumbai,Website,T-Shirts,Puma Running Shoes 9,SKU934793,1,1625,10,1625,1108.55,516.45,UPI,,Damaged,AED,237
PUMA103035,Nov 20 2023,C78828,Kevin Cortez,Male,22,UAE,Mumbai,Puma Delhi,Website,Sports Shoes,Puma Track Pants 67,SKU666537,4,3866,5,15464,8640.53,6823.47,PayPal,3,Delivered - Not Returned,EUR,686
PUMA106430,Mar 10 2024,C21630,Alexis Wolfe,F,60,Australia,Delhi,Puma London,Marketplace,Track Pants,Puma T-Shirts 30,SKU885263,5,6786,0,33930,26831.7,7098.3,UPI,5,Late Delivery,AED,396
PUMA119382,2/11/2023,C90795,Sonia Wood,Male,20,India,Dubai,Puma London,Mobile App,T-Shirts,Puma Track Pants 55,SKU343354,7,4018,30,28126,16655.33,11470.67,Net Banking,1,Wrong Size,GBP,836
PUMA110863,8/3/2024,C46290,Angel Mata,,21,India,New York,Puma-Mumbai,Website,Jackets,Puma Jackets 92,SKU664094,2,7956,30,15912,9296.89,6615.11,PayPal,,Changed Mind,USD,664
PUMA132814,May 23 2025,C91250,Monica Brown,Male,24,UK,Delhii,Puma Dubai,Website,Sports Shoes,Puma Running Shoes 51,SKU930320,6,3285,30,-19710,10371.09,9338.91,Cash,2,,INR,365
PUMA147228,5/19/2024,C98332,Mariah Brown,,40,Germany,Mumbai ,Puma Berlin,Store,T-Shirts,Puma Jackets 67,SKU436323,7,7361,0,51527,23364.8,28162.2,Card,4,,GBP,459
PUMA123653,7/5/2023,C20476,Katie Patton,Male,,France,Mumbai ,Puma Mumbai,Store,Running Shoes,Puma Track Pants 17,SKU227970,2,1424,10,2848,1840.38,1007.62,Net Banking,2,Changed Mind,EUR,151
PUMA127731,6/9/2025,C77026,Sylvia Porter,,15,Australia,Dubai,Puma Mumbai,Mobile App,Track Pants,Puma Jackets 65,SKU620974,1,11134,5,11134,5999.39,5134.61,PayPal,4,Damaged,INR,659
PUMA128063,6/10/2024,C93821,Mary Riley,,63,France,Bangalore,Puma Berlin,Store,Accessories,Puma Accessories 33,SKU762191,8,5842,15,46736,21582.87,25153.13,Net Banking,2,Late Delivery,GBP,544
PUMA107223,Jul 05 2024,C75521,Megan Harrell,F,16,France,Mumbai ,Puma Dubai,Store,Jackets,Puma Running Shoes 92,SKU959317,4,6238,10,24952,12197.47,12754.53,Card,,Late Delivery,GBP,527
PUMA106006,14/05/2025,C79005,Jesse Bonilla,Male,31,UAE,Paris,Puma Delhi,Store,Accessories,Puma Running Shoes 64,SKU728020,2,11726,10,23452,16872.15,6579.85,Cash,3,Late Delivery,GBP,867
PUMA114497,Jul 16 2023,C17708,Benjamin Turner,F,50,UAE,New York,Puma Delhi,Website,Sports Shoes,Puma Sports Shoes 80,SKU275806,4,10099,10,40396,32470.85,7925.15,PayPal,1,Delivered - Not Returned,INR,593
PUMA147974,Jun 01 2024,C78839,Tristan Mason,,30,Australia,NewYork,Puma Berlin,Marketplace,Track Pants,Puma Track Pants 7,SKU765349,6,7087,30,42522,23381.32,19140.68,Card,3,Damaged,EUR,605
PUMA136626,Sep 13 2025,C74638,Anna Mitchell,M,49,UK,NewYork,Puma Delhi,Mobile App,Track Pants,Puma Running Shoes 88,SKU450343,2,8572,20,17144,9727.11,7416.89,Net Banking,3,Damaged,AED,177
PUMA104575,18/05/2025,C56334,Benjamin Anderson,M,30,USA,Paris,Puma Delhi,Marketplace,Running Shoes,Puma Track Pants 43,SKU520704,9,10921,10,98289,81262.76,17026.24,PayPal,4,Wrong Size,INR,564
PUMA111347,12/6/2024,C71781,Lucas Lee,Female,45,India,London,Puma Delhi,Website,Running Shoes,Puma Accessories 4,SKU699254,3,5763,0,17289,13320.56,3968.44,UPI,4,Damaged,GBP,881
PUMA145529,Oct 01 2025,C35614,Gregory Hernandez,,47,UAE,London,Puma-Mumbai,Store,Sports Shoes,Puma Track Pants 89,SKU944427,7,9671,30,67697,47738.66,19958.34,PayPal,4,Late Delivery,AED,135
PUMA107879,9/2/2025,C40850,Stephanie Chen,Female,33,Australia,London,PUMA Mumbai,Mobile App,T-Shirts,Puma Jackets 77,SKU344241,7,10367,30,72569,34589.59,37979.41,PayPal,4,,INR,6
PUMA107143,6/11/2024,C37153,Katherine Peterson,M,38,UAE,Berlin,Puma Mumbai,Mobile App,Sports Shoes,Puma T-Shirts 98,SKU777062,10,5086,25,50860,27555.41,23304.59,Card,4,,GBP,731
PUMA103495,4/7/2024,C19908,Michael Berg,M,38,India,New York,Puma Dubai,Mobile App,Sports Shoes,Puma Sports Shoes 32,SKU999870,5,6464,25,32320,23870.41,8449.59,UPI,3,Wrong Size,USD,698
PUMA118862,3/29/2025,C14758,Holly Zavala,Male,48,India,Mumbai,Puma Dubai,Marketplace,Track Pants,Puma Track Pants 47,SKU434559,6,10107,5,60642,29094.97,31547.03,Card,2,Damaged,USD,616
PUMA132417,Mar 14 2024,C11142,Kimberly Wright,F,15,USA,Bangalore,PUMA Mumbai,Marketplace,T-Shirts,Puma T-Shirts 98,SKU433864,9,6697,25,60273,50462.95,9810.05,PayPal,2,Late Delivery,EUR,572
PUMA119951,5/12/2025,C28085,Carrie Roberts,Male,53,Germany,Dubai,Puma Dubai,Website,Jackets,Puma Track Pants 91,SKU845305,4,4882,25,19528,9013.24,10514.76,Card,1,,EUR,829
PUMA120230,11/22/2024,C40535,Brandon Brooks,,29,UK,Berlin,PUMA Mumbai,Website,Accessories,Puma T-Shirts 73,SKU820819,6,2153,20,12918,6521.97,6396.03,PayPal,2,Wrong Size,GBP,369
PUMA124057,27/07/2023,C18159,Rhonda Stark,M,45,Germany,Bangalore,Puma Delhi,Website,Jackets,Puma Running Shoes 92,SKU175880,1,705,5,705,458.48,246.52,Cash,5,Late Delivery,EUR,176
PUMA144674,11/22/2024,C54115,Harry Blankenship,,,Australia,Bangalore,Puma Mumbai,Mobile App,Sports Shoes,Puma Running Shoes 76,SKU342844,4,3691,15,14764,10777.15,3986.85,Net Banking,4,Late Delivery,USD,157
PUMA127012,12/30/2023,C84925,Stephanie Lee,F,21,India,Paris,Puma Delhi,Marketplace,T-Shirts,Puma Running Shoes 46,SKU447653,1,5524,15,5524,2923.58,2600.42,Card,2,Damaged,USD,351
PUMA124955,8/21/2023,C52182,Sonya Ellis,M,60,UAE,Dubai,Puma Delhi,Mobile App,Running Shoes,Puma Running Shoes 23,SKU724554,3,9335,25,28005,18258.57,9746.43,PayPal,4,Changed Mind,USD,464
PUMA140806,5/24/2023,C59743,Brenda Long,M,31,Germany,London,Puma London,Marketplace,Accessories,Puma Running Shoes 98,SKU434666,6,4990,25,29940,16204.16,13735.84,Cash,5,Delivered - Not Returned,INR,727
PUMA124947,28/01/2023,C98736,Stephanie Benton,,50,UK,Mumbai,Puma Berlin,Mobile App,Jackets,Puma Running Shoes 89,SKU790125,9,8343,0,75087,38115.24,36971.76,Card,4,Delivered - Not Returned,GBP,709
PUMA111177,10/8/2025,C18554,Anthony Ayala,Male,50,UK,Delhi,Puma-Mumbai,Website,Running Shoes,Puma Sports Shoes 71,SKU491479,10,5659,10,56590,39138.33,17451.67,Net Banking,2,Delivered - Not Returned,AED,51
PUMA113966,5/10/2025,C32724,Tanya Barber,Female,64,UAE,Mumbai ,PUMA Mumbai,Marketplace,Sports Shoes,Puma Accessories 66,SKU692642,1,7933,10,7933,4264.65,3668.35,PayPal,1,Changed Mind,INR,927
PUMA122336,Nov 23 2025,C93384,Joanne Vasquez,Female,49,Germany,Dubai,Puma Delhi,Website,Sports Shoes,Puma T-Shirts 92,SKU788129,2,9351,15,18702,12970.79,5731.21,Card,1,Damaged,EUR,989
PUMA106479,10/4/2023,C22776,James Harris,Female,44,UAE,Dubai,Puma Delhi,Marketplace,Track Pants,Puma Accessories 60,SKU152902,2,596,20,1192,668.97,523.03,PayPal,4,Changed Mind,AED,959
PUMA126964,27/05/2025,C73965,William Smith,Female,50,USA,New York,Puma Berlin,Marketplace,Accessories,Puma Track Pants 40,SKU830708,5,9891,15,49455,23902.38,25552.62,Card,3,,INR,88
PUMA143385,6/21/2025,C71738,Nicole Warren,M,56,UK,New York,Puma Dubai,Mobile App,Accessories,Puma Track Pants 55,SKU267145,2,895,30,1790,915.69,874.31,UPI,1,,AED,799
PUMA143854,9/24/2025,C72454,Dawn Schroeder,F,27,USA,Sydney,Puma Dubai,Marketplace,Sports Shoes,Puma Accessories 64,SKU135901,2,5762,30,11524,6463.24,5060.76,Net Banking,5,Late Delivery,USD,892
PUMA132253,9/10/2025,C29177,Nathan Abbott,Male,63,Australia,Mumbai ,Puma-Mumbai,Mobile App,Track Pants,Puma Accessories 95,SKU582818,3,10698,5,32094,17886.76,14207.24,UPI,3,Changed Mind,USD,724
PUMA127789,6/28/2024,C17937,Nathan Brown,F,,USA,Paris,Puma Berlin,Mobile App,T-Shirts,Puma Accessories 3,SKU835890,4,7929,30,31716,24367.16,7348.84,UPI,1,Damaged,USD,597
PUMA144323,30/07/2024,C14172,Christopher Dickson,M,22,Australia,Paris,Puma London,Website,Running Shoes,Puma T-Shirts 16,SKU717171,6,7144,20,42864,24293.03,18570.97,UPI,1,Late Delivery,GBP,213
PUMA100789,8/7/2024,C32057,Ashlee Santiago,Female,,UK,Berlin,Puma NYC,Store,T-Shirts,Puma Jackets 6,SKU771750,1,8141,10,8141,6615.06,1525.94,Card,4,Delivered - Not Returned,USD,972
PUMA117796,11/6/2023,C95023,Kevin Hall,Male,38,UAE,Delhii,Puma NYC,Website,Running Shoes,Puma Accessories 30,SKU918896,7,9804,20,68628,42749.21,25878.79,Card,4,Changed Mind,USD,142
PUMA105240,Oct 31 2025,C56553,Julie Carter,,55,France,Sydney,Puma Dubai,Website,Track Pants,Puma Jackets 3,SKU146518,4,4439,10,17756,8494.9,9261.1,Card,1,Late Delivery,EUR,60
PUMA112712,1/12/2023,C66031,Dr. Jamie Moore,Female,26,Germany,Bangalore,Puma Delhi,Marketplace,Sports Shoes,Puma Track Pants 25,SKU955465,1,2668,15,2668,1304.77,1363.23,Net Banking,2,Late Delivery,EUR,756
PUMA143029,6/2/2024,C39923,Jennifer Brewer,F,53,Germany,New York,Puma Dubai,Mobile App,Accessories,Puma Accessories 81,SKU475950,7,2738,25,19166,11022.84,8143.16,PayPal,,Late Delivery,USD,191
PUMA135768,11/22/2025,C13325,Melissa Wong,,19,Australia,Paris,Puma London,Store,Track Pants,Puma Accessories 25,SKU989940,2,1329,25,2658,2214.35,443.65,Card,4,Wrong Size,USD,679
PUMA111824,13/10/2024,C97244,Arthur Thornton,Female,61,Germany,Bangalore,Puma Berlin,Store,Accessories,Puma Accessories 46,SKU152070,2,3176,30,6352,5070.64,1281.36,PayPal,4,Late Delivery,GBP,443
PUMA106165,3/29/2025,C19785,Nicole Grant,,,UK,Delhii,Puma Dubai,Marketplace,Jackets,Puma Running Shoes 92,SKU108318,2,5651,0,11302,9248.45,2053.55,PayPal,2,Delivered - Not Returned,EUR,731
PUMA131453,5/19/2023,C10712,Anthony Cunningham,Male,54,India,Sydney,Puma-Mumbai,Store,Jackets,Puma Jackets 88,SKU895114,9,4296,5,38664,25429.21,13234.79,PayPal,1,Delivered - Not Returned,EUR,313
PUMA135774,8/1/2025,C34248,Shannon Strickland,Female,38,France,Dubai,Puma Mumbai,Website,T-Shirts,Puma Sports Shoes 9,SKU552652,10,10261,5,102610,80706.25,21903.75,UPI,2,Changed Mind,INR,422
PUMA125368,8/8/2023,C19325,Robert Wilson,Female,16,UAE,NewYork,Puma NYC,Mobile App,Running Shoes,Puma Jackets 84,SKU114855,9,8187,10,73683,37348.81,36334.19,Cash,1,Wrong Size,EUR,860
PUMA116481,5/4/2024,C26273,Karl Greene,M,24,Germany,Paris,Puma Delhi,Website,Jackets,Puma Jackets 36,SKU539077,4,11363,0,45452,31720.3,13731.7,Net Banking,,Wrong Size,USD,543
PUMA100911,20/07/2024,C25315,Megan Dudley,Female,58,Germany,Bangalore,Puma Dubai,Website,Sports Shoes,Puma Running Shoes 75,SKU879651,2,7745,0,15490,8780.88,6709.12,Card,5,Wrong Size,USD,634
PUMA110651,25/04/2024,C11994,Nicole Johnson,M,21,USA,Delhii,Puma-Mumbai,Mobile App,Accessories,Puma Sports Shoes 11,SKU350432,8,8814,15,70512,41773.94,28738.06,PayPal,5,Delivered - Not Returned,USD,159
PUMA127189,16/09/2023,C70334,Albert Palmer,Male,56,India,Delhii,Puma-Mumbai,Store,Track Pants,Puma Sports Shoes 93,SKU629911,6,6388,15,38328,19908.7,18419.3,UPI,,Damaged,USD,481
PUMA125680,6/5/2024,C49268,Martha Wright,Female,31,UK,Berlin,Puma Mumbai,Mobile App,Jackets,Puma T-Shirts 26,SKU328827,8,4056,30,32448,23722.3,8725.7,UPI,,,GBP,929
PUMA139990,26/07/2025,C94049,Randy Kirk,Male,24,UAE,London,Puma Mumbai,Mobile App,Jackets,Puma Running Shoes 81,SKU659583,1,3308,30,3308,2310.44,997.56,UPI,5,,INR,820
PUMA122928,9/23/2024,C39727,Kevin Long,F,43,Australia,Mumbai,Puma-Mumbai,Marketplace,T-Shirts,Puma Sports Shoes 46,SKU876855,4,7791,5,31164,23895.41,7268.59,Cash,5,Late Delivery,USD,253
PUMA118755,Sep 22 2023,C32716,Dr. Dana Graham,Female,38,France,Sydney,Puma NYC,Store,Track Pants,Puma Running Shoes 27,SKU874052,4,4988,25,19952,14980.14,4971.86,Net Banking,,Changed Mind,GBP,653
PUMA109215,8/26/2023,C21926,Nicole Collins,Male,38,Australia,Bangalore,Puma Dubai,Mobile App,Jackets,Puma Track Pants 61,SKU791948,4,3043,0,12172,6617.32,5554.68,Net Banking,2,Changed Mind,AED,863
PUMA104737,6/8/2025,C71547,Matthew Gardner,,64,Germany,Bangalore,Puma Dubai,Website,T-Shirts,Puma Accessories 61,SKU711414,8,1692,5,13536,11086.08,2449.92,Net Banking,,Damaged,INR,822
PUMA109090,11/5/2025,C89271,Savannah Davis,F,60,France,Bangalore,Puma Dubai,Store,Accessories,Puma Track Pants 97,SKU450282,10,11790,15,117900,74401.84,43498.16,PayPal,1,Changed Mind,INR,136
PUMA149820,12/4/2023,C44066,Carrie Rhodes,F,41,UK,Delhii,Puma-Mumbai,Store,Sports Shoes,Puma Sports Shoes 76,SKU371029,4,5771,20,23084,14728.44,8355.56,Net Banking,3,Delivered - Not Returned,USD,352
PUMA117932,5/7/2023,C56234,Jeffrey George,,19,Germany,Delhi,Puma NYC,Store,Track Pants,Puma Accessories 72,SKU377018,9,5662,5,50958,39681.37,11276.63,Net Banking,3,Delivered - Not Returned,INR,111
PUMA133997,12/14/2023,C34285,Joshua Hunter,F,33,USA,Dubai,Puma-Mumbai,Store,Jackets,Puma Jackets 14,SKU490911,5,10980,15,54900,32101.59,22798.41,UPI,3,,AED,304
PUMA132446,Nov 17 2023,C68604,Donald Chambers,Female,,UK,Delhii,Puma Dubai,Store,Jackets,Puma Sports Shoes 59,SKU751300,10,8076,0,80760,56457.17,24302.83,PayPal,5,Delivered - Not Returned,GBP,597
PUMA117942,Apr 02 2025,C12337,Jason Williams,Female,54,UK,Berlin,Puma NYC,Marketplace,T-Shirts,Puma T-Shirts 9,SKU414440,3,5099,25,15297,8319.17,6977.83,Net Banking,4,Late Delivery,USD,317
PUMA106175,Dec 09 2023,C12662,Michaela Heath,F,46,UAE,Sydney,Puma-Mumbai,Mobile App,Sports Shoes,Puma Accessories 76,SKU451552,7,10787,20,75509,35964.48,39544.52,PayPal,2,Changed Mind,EUR,863
PUMA123115,7/19/2024,C52347,Kimberly Williams,M,33,USA,Paris,Puma Dubai,Marketplace,Track Pants,Puma Running Shoes 81,SKU209649,7,10830,15,75810,59972.64,15837.36,Cash,2,Late Delivery,EUR,376
PUMA128655,Jul 03 2025,C77869,Jennifer Edwards,Male,32,USA,Dubai,PUMA Mumbai,Mobile App,Track Pants,Puma Track Pants 26,SKU995786,5,9542,5,47710,25592.69,22117.31,Cash,5,Changed Mind,GBP,577
PUMA133171,Jan 21 2024,C25586,Andrew Miller,Male,38,UAE,Mumbai ,Puma Mumbai,Marketplace,Track Pants,Puma Running Shoes 54,SKU198557,10,10579,5,105790,75057.53,30732.47,PayPal,5,,INR,865
PUMA122630,28/09/2025,C16703,Cheryl Crawford,,,USA,Berlin,Puma Dubai,Mobile App,T-Shirts,Puma Running Shoes 59,SKU473598,1,9349,30,9349,5993.6,3355.4,Cash,5,Damaged,EUR,64
PUMA138659,Jan 20 2023,C33140,Wendy Garrison,F,51,India,Mumbai,Puma London,Website,Accessories,Puma Running Shoes 74,SKU300411,5,6986,10,34930,26003.96,8926.04,Cash,2,Changed Mind,EUR,432
PUMA133088,26/02/2023,C74432,Daniel Thompson,Female,16,Australia,Mumbai ,Puma Mumbai,Website,T-Shirts,Puma Track Pants 42,SKU818691,9,1210,10,10890,6886.39,4003.61,PayPal,3,Late Delivery,USD,390
PUMA140653,8/3/2024,C72818,Alicia Terrell,Male,34,UK,NewYork,Puma London,Store,Accessories,Puma Running Shoes 87,SKU430255,10,6046,10,60460,33677.56,26782.44,Net Banking,1,Late Delivery,AED,863
PUMA113278,Nov 20 2024,C60450,Mary Wilson,F,60,USA,Mumbai,Puma Berlin,Marketplace,Accessories,Puma Accessories 91,SKU524713,9,11514,25,103626,58688.08,44937.92,Net Banking,,,GBP,346
PUMA122037,18/01/2023,C46645,Donald Solomon,M,30,UK,Berlin,Puma NYC,Website,Track Pants,Puma Jackets 99,SKU899146,8,6883,25,55064,32795.75,22268.25,Card,3,Damaged,AED,517
PUMA117821,20/01/2023,C15422,,Female,65,France,Mumbai,Puma Mumbai,Website,Sports Shoes,Puma Jackets 14,SKU321470,6,8559,15,51354,34575.45,16778.55,UPI,1,Late Delivery,EUR,564
PUMA102514,29/05/2025,C76550,Whitney Williams,Female,43,UAE,Mumbai,Puma NYC,Mobile App,Jackets,Puma Running Shoes 24,SKU814162,8,1955,20,15640,12029.37,3610.63,UPI,1,Wrong Size,EUR,149
PUMA111895,8/11/2023,C59027,Ashley Stafford,Male,21,India,Berlin,Puma NYC,Website,Running Shoes,Puma Jackets 18,SKU173112,9,8722,0,78498,60402.4,18095.6,PayPal,5,Wrong Size,EUR,827
PUMA145978,Sep 07 2024,C53092,Lucas Crawford,M,20,USA,Mumbai ,Puma Mumbai,Marketplace,Track Pants,Puma T-Shirts 55,SKU162520,7,8777,20,61439,37984.49,23454.51,UPI,,Late Delivery,GBP,791
PUMA117771,7/29/2023,C40058,Gregory Cobb,F,61,India,London,Puma NYC,Website,Sports Shoes,Puma Jackets 52,SKU120831,7,6683,10,46781,29227.9,17553.1,UPI,2,Delivered - Not Returned,INR,187
PUMA109847,10/30/2024,C26809,Glenn Morris,Male,30,India,NewYork,Puma Delhi,Website,Accessories,Puma Track Pants 90,SKU661086,5,5096,25,25480,15523.08,9956.92,Cash,1,Changed Mind,AED,826
PUMA132201,May 30 2024,C90735,Glenn Smith,Female,32,Australia,NewYork,Puma Berlin,Website,Running Shoes,Puma Jackets 96,SKU315075,3,9650,10,28950,13406.55,15543.45,PayPal,,Wrong Size,GBP,568
PUMA138906,Aug 13 2024,C26904,Matthew Whitaker,Female,32,UK,Sydney,Puma NYC,Store,Jackets,Puma Jackets 55,SKU320991,4,4837,15,19348,12462.57,6885.43,Net Banking,,Changed Mind,INR,967
PUMA102978,9/30/2025,C15458,Robert Richards,F,52,Australia,Sydney,Puma Berlin,Mobile App,Running Shoes,Puma Running Shoes 97,SKU441225,3,7760,30,23280,18184.27,5095.73,Net Banking,2,Wrong Size,AED,52
PUMA144997,2/27/2025,C61989,Kimberly Garcia,,,Germany,Sydney,Puma-Mumbai,Mobile App,Track Pants,Puma Track Pants 70,SKU876799,2,4739,15,9478,5601.84,3876.16,Card,1,Changed Mind,GBP,788
PUMA120341,Jul 23 2024,C84929,Melissa King,M,30,Germany,Mumbai,Puma-Mumbai,Marketplace,Sports Shoes,Puma T-Shirts 66,SKU689497,6,6218,10,37308,25551.83,11756.17,Cash,3,,GBP,935
PUMA145809,8/26/2023,C84744,Katherine Williams,Female,20,Australia,Dubai,Puma Mumbai,Mobile App,T-Shirts,Puma T-Shirts 39,SKU410015,2,11987,30,23974,13223.44,10750.56,UPI,2,Delivered - Not Returned,EUR,554
PUMA146375,11/2/2024,C32170,Stephen Jacobson,Female,65,UK,London,Puma Berlin,Website,Track Pants,Puma Sports Shoes 53,SKU414409,6,4661,5,27966,13767.26,14198.74,UPI,5,Late Delivery,EUR,519
PUMA146737,30/01/2024,C80298,Andrew Navarro,M,54,Australia,Dubai,Puma Delhi,Website,Jackets,Puma Running Shoes 67,SKU519197,2,3478,5,6956,4826.74,2129.26,Net Banking,,,USD,801
PUMA100836,6/26/2023,C38677,Donna Craig,Female,31,India,Mumbai ,Puma Mumbai,Marketplace,Jackets,Puma Accessories 10,SKU389258,4,6885,5,27540,15473.36,12066.64,Net Banking,,,AED,362
PUMA110199,12/6/2024,C65998,Andrew Russell,Male,25,Australia,New York,Puma-Mumbai,Website,Accessories,Puma Track Pants 94,SKU847830,4,4430,10,17720,14003.32,3716.68,Cash,4,Wrong Size,INR,844
PUMA106460,3/9/2025,C84106,Thomas Tucker,M,16,UK,London,Puma Berlin,Mobile App,Sports Shoes,Puma Jackets 58,SKU815176,6,6279,20,37674,25609.39,12064.61,Card,1,Damaged,GBP,93
PUMA105235,3/10/2025,C11859,Matthew Kerr,Female,43,USA,Sydney,Puma-Mumbai,Mobile App,Sports Shoes,Puma T-Shirts 25,SKU717266,1,5869,0,5869,3739.71,2129.29,Cash,4,Changed Mind,USD,144
PUMA145911,12/11/2023,C66851,Meghan Carr,M,38,Australia,Dubai,PUMA Mumbai,Website,Jackets,Puma Jackets 52,SKU305187,10,1448,0,14480,9786.58,4693.42,Card,2,,GBP,749
PUMA107573,13/06/2024,C38703,Mark Blankenship,,22,USA,Berlin,PUMA Mumbai,Store,Accessories,Puma Running Shoes 29,SKU735052,6,9153,20,54918,36324.15,18593.85,UPI,,Damaged,EUR,41
PUMA102159,Mar 18 2024,C64296,Daniel Jennings,F,62,France,Delhi,Puma-Mumbai,Marketplace,Jackets,Puma Accessories 62,SKU174020,8,11339,30,90712,55410.72,35301.28,Net Banking,1,Wrong Size,INR,116
PUMA101467,5/31/2025,C64830,Alicia Price,Male,52,India,London,Puma London,Website,Accessories,Puma Sports Shoes 30,SKU110183,2,949,10,1898,1595.23,302.77,Card,1,Delivered - Not Returned,EUR,872
PUMA138927,2/5/2025,C20810,Jennifer Kennedy,,37,France,Delhii,Puma Dubai,Mobile App,Sports Shoes,Puma Track Pants 35,SKU189574,9,5597,10,50373,26174.46,24198.54,UPI,2,Changed Mind,EUR,897
PUMA147491,8/25/2023,C34853,John Rodriguez,M,55,UK,NewYork,Puma Delhi,Website,Jackets,Puma Jackets 18,SKU563894,2,7082,5,14164,9359.84,4804.16,Cash,,Wrong Size,USD,17
PUMA126858,10/3/2025,C50157,Garrett Wilson,Male,63,USA,Sydney,Puma Berlin,Mobile App,Running Shoes,Puma Jackets 61,SKU929775,2,2127,10,4254,2728.3,1525.7,Cash,2,Wrong Size,INR,82
PUMA145279,6/2/2025,C73835,Jennifer Wright,Male,35,France,London,Puma Delhi,Marketplace,Accessories,Puma Accessories 79,SKU889894,3,5058,20,15174,8508.28,6665.72,Net Banking,,,INR,878
PUMA125909,30/08/2025,C41869,Paul Schultz,,34,UAE,NewYork,Puma Berlin,Marketplace,Accessories,Puma Accessories 74,SKU704512,7,9059,20,63413,39231.5,24181.5,Net Banking,4,Wrong Size,AED,688
PUMA145671,Jun 07 2023,C59086,Traci Sherman,,23,Australia,Bangalore,Puma NYC,Marketplace,Track Pants,Puma Jackets 11,SKU132030,3,10965,0,32895,18067.17,14827.83,UPI,,Delivered - Not Returned,EUR,69
PUMA146869,Jun 25 2024,C74811,,Female,24,India,Mumbai,Puma Dubai,Website,Running Shoes,Puma Track Pants 68,SKU491223,6,10670,25,64020,48825.18,15194.82,Net Banking,,Changed Mind,GBP,872
PUMA106828,Dec 14 2024,C44567,Kerry Martinez,F,60,UK,Paris,Puma Berlin,Marketplace,T-Shirts,Puma T-Shirts 43,SKU394991,6,11848,30,71088,59013.35,12074.65,Net Banking,,,USD,376
PUMA149535,1/5/2025,C24849,Ryan Lucas,Male,31,UK,Mumbai ,Puma Berlin,Mobile App,Jackets,Puma Jackets 89,SKU907573,8,2087,25,16696,9161.13,7534.87,UPI,,Delivered - Not Returned,EUR,243
PUMA134125,6/20/2024,C48537,Paul Morgan,Male,59,Germany,Sydney,Puma Berlin,Marketplace,Running Shoes,Puma Running Shoes 54,SKU808252,10,7607,30,76070,45815.31,30254.69,Card,1,Delivered - Not Returned,USD,887
PUMA102974,10/20/2023,C87456,Ryan Robinson,Female,27,UAE,Mumbai,Puma London,Marketplace,Sports Shoes,Puma Sports Shoes 16,SKU940517,2,10190,5,20380,13587.42,6792.58,UPI,5,,EUR,605
PUMA148332,9/15/2024,C16055,Rhonda Palmer,Male,61,Australia,Mumbai ,Puma Berlin,Mobile App,Running Shoes,Puma Running Shoes 47,SKU975308,7,11682,15,81774,47278.48,34495.52,Cash,2,Wrong Size,INR,427
PUMA133759,11/30/2025,C75542,Crystal Johnson,,16,India,Sydney,Puma Berlin,Marketplace,T-Shirts,Puma Track Pants 83,SKU313569,9,9205,15,82845,49049.78,33795.22,Card,2,,USD,24
PUMA130732,Mar 17 2024,C16241,Eric Weaver,Male,31,USA,Mumbai ,Puma London,Marketplace,Running Shoes,Puma Sports Shoes 7,SKU994517,6,10609,25,63654,52325.74,11328.26,UPI,4,,EUR,427
PUMA140436,Mar 14 2025,C92161,Kevin Daniels,M,61,France,Berlin,PUMA Mumbai,Marketplace,Jackets,Puma Accessories 58,SKU826213,10,4400,10,44000,24073.73,19926.27,UPI,1,Changed Mind,INR,85
PUMA110983,27/05/2024,C87609,Kristin Evans,,18,UK,Berlin,Puma Berlin,Marketplace,Accessories,Puma Jackets 78,SKU282165,8,4783,5,38264,31673.61,6590.39,Net Banking,,,INR,57
PUMA133080,6/16/2023,C61935,Jonathan Reid,Female,61,USA,NewYork,Puma Berlin,Website,Running Shoes,Puma Sports Shoes 52,SKU642418,9,7274,10,65466,36128.75,29337.25,Card,4,Delivered - Not Returned,AED,536
PUMA137139,7/10/2025,C49475,Melissa Aguirre,M,37,Germany,Delhi,Puma-Mumbai,Store,T-Shirts,Puma Jackets 89,SKU281272,8,1275,10,10200,5064.43,5135.57,UPI,2,Late Delivery,GBP,441
PUMA112047,4/4/2025,C40219,Mary Harrison,Male,58,Germany,Mumbai ,PUMA Mumbai,Store,T-Shirts,Puma Accessories 36,SKU421778,3,10310,15,30930,17204.63,13725.37,Net Banking,,Late Delivery,GBP,988
PUMA140977,Jul 06 2024,C71078,Julia Lowery,,31,UAE,London,Puma NYC,Store,Jackets,Puma Jackets 12,SKU424620,6,7516,20,45096,32399.56,12696.44,Cash,2,Damaged,AED,362
PUMA129329,Jun 26 2025,C45528,Mark Bender,Male,24,UAE,Delhi,Puma London,Mobile App,Running Shoes,Puma Running Shoes 7,SKU800775,5,1837,10,9185,7489.11,1695.89,UPI,3,Damaged,INR,39
PUMA148897,Sep 25 2023,C80168,Christopher Fischer,F,17,Germany,Delhii,Puma Delhi,Store,Track Pants,Puma Accessories 9,SKU318779,1,4488,10,4488,2419.07,2068.93,PayPal,3,,AED,735
