Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,Country,City,Store_Name,Sales_Channel,Product_Category,Product_Name,SKU,Quantity,Unit_Price,Cost,Payment_Method,Customer_Rating,Return_Reason,Currency,Inventory_Available,Revenue,Profit
PUMA132747,2024-07-15,C29687,Melissa White,Female,42,USA,Delhi,Puma Berlin,Mobile App,Accessories,Puma Jackets 89,SKU764499,9,2145.0,12522.84,PayPal,3.0,Not Specified,INR,381,19305.0,6782.16
PUMA109571,2025-09-10,C99951,Brandy Thompson,Male,60,UK,London,Puma Mumbai,Store,Jackets,Puma T-Shirts 90,SKU389744,3,5266.0,13044.78,Cash,5.0,Changed Mind,USD,856,15798.0,2753.22
PUMA135428,2023-02-22,C98440,Laura Oconnor,Male,43,India,Sydney,Puma Dubai,Mobile App,T-Shirts,Puma Running Shoes 56,SKU590627,2,10417.0,16882.08,Cash,4.0,Delivered - Not Returned,INR,594,20834.0,3951.92
PUMA106288,2024-09-25,C67325,Alexis Shannon,Female,61,UAE,Bangalore,Puma Dubai,Mobile App,Accessories,Puma Track Pants 84,SKU166916,7,7468.0,31659.99,PayPal,5.0,Delivered - Not Returned,EUR,234,52276.0,20616.01
PUMA132858,2025-09-18,C61511,Chelsea Silva,Male,61,Australia,Paris,Puma Mumbai,Store,Running Shoes,Puma Sports Shoes 71,SKU851073,10,8962.0,46958.38,UPI,4.0,Late Delivery,GBP,609,89620.0,42661.62
PUMA149185,2024-09-14,C10377,Christopher Higgins,Female,19,USA,Delhi,Puma Delhi,Marketplace,Accessories,Puma T-Shirts 25,SKU642682,7,4483.0,20793.35,UPI,3.0,Changed Mind,GBP,343,31381.0,10587.65
PUMA113960,2024-12-15,C16757,Erika Rose,Female,47,UK,Mumbai,Puma Dubai,Website,Sports Shoes,Puma Track Pants 43,SKU715826,10,6678.0,41792.6,Cash,2.0,Late Delivery,INR,449,66780.0,24987.4
PUMA101265,2024-07-12,C83399,Jonathan Holmes,Female,21,Australia,New York,Puma NYC,Website,Running Shoes,Puma Accessories 90,SKU231498,1,6641.0,5564.68,UPI,4.0,Not Specified,INR,545,6641.0,1076.32
PUMA124705,2025-07-31,C37183,Paul Landry,Female,38,India,Bangalore,Puma Mumbai,Website,T-Shirts,Puma Sports Shoes 65,SKU769999,2,9455.0,11886.36,PayPal,2.0,Not Specified,EUR,285,18910.0,7023.64
PUMA134591,2024-06-27,C43379,Sherri Cook,Male,34,UAE,London,Puma Mumbai,Website,Running Shoes,Puma Sports Shoes 100,SKU794296,2,2851.0,3794.15,Cash,5.0,Delivered - Not Returned,EUR,272,5702.0,1907.85
PUMA101064,2025-08-11,C94511,Michael Martinez,Female,38,USA,Bangalore,Puma Delhi,Website,Sports Shoes,Puma Track Pants 90,SKU957641,1,5156.0,3227.52,Net Banking,1.0,Wrong Size,EUR,128,5156.0,1928.48
PUMA129632,2024-11-19,C66079,Martin Stephens,Male,47,USA,Bangalore,Puma London,Marketplace,Sports Shoes,Puma Sports Shoes 40,SKU505435,6,9911.0,42539.62,PayPal,4.0,Damaged,AED,973,59466.0,16926.38
PUMA149836,2024-10-04,C55951,Ashley Murray,Female,37,Germany,London,Puma NYC,Store,Accessories,Puma Running Shoes 82,SKU174882,9,10455.0,58543.73,PayPal,1.0,Not Specified,AED,681,94095.0,35551.27
PUMA128107,2024-03-25,C40526,Randall Mayo,Male,21,France,Sydney,Puma Mumbai,Mobile App,Sports Shoes,Puma Sports Shoes 20,SKU736518,7,1453.0,8001.29,UPI,5.0,Not Specified,USD,728,10171.0,2169.71
PUMA144017,2023-07-12,C54970,Kyle Taylor,Male,61,UAE,Bangalore,Puma Berlin,Store,Track Pants,Puma Jackets 65,SKU173194,10,2591.0,18188.26,Net Banking,3.0,Delivered - Not Returned,AED,553,25910.0,7721.74
PUMA101600,2023-09-16,C20827,Jeffrey Gibson,Female,41,UK,Sydney,Puma Berlin,Marketplace,Track Pants,Puma Running Shoes 53,SKU237461,3,9610.0,16734.17,PayPal,2.0,Wrong Size,GBP,43,28830.0,12095.83
PUMA148885,2024-08-20,C71188,Jamie Graves,Female,32,France,Mumbai ,Puma NYC,Marketplace,T-Shirts,Puma Running Shoes 98,SKU638118,2,8554.0,11182.92,Net Banking,4.0,Wrong Size,EUR,0,17108.0,5925.08
PUMA138198,2023-09-04,C12537,Robert George,Male,47,Germany,Paris,Puma Dubai,Website,T-Shirts,Puma Accessories 31,SKU946952,7,1575.0,5003.11,Cash,2.0,Not Specified,GBP,347,11025.0,6021.89
PUMA121053,2025-06-10,C86850,Brooke Foster,Female,54,India,Delhi,Puma Mumbai,Marketplace,Track Pants,Puma Track Pants 63,SKU555582,9,7487.0,47978.07,UPI,3.0,Late Delivery,INR,150,67383.0,19404.93
PUMA122905,2025-08-18,C23645,Daniel Rodriguez,Female,57,France,New York,Puma NYC,Marketplace,Jackets,Puma Running Shoes 70,SKU737058,1,5526.0,4260.87,Card,5.0,Changed Mind,INR,772,5526.0,1265.13
PUMA147354,2025-08-27,C44558,Nancy Higgins,Male,60,Australia,Delhi,Puma London,Marketplace,T-Shirts,Puma Jackets 2,SKU352071,4,4252.0,8776.8,Net Banking,5.0,Late Delivery,GBP,87,17008.0,8231.2
PUMA123802,2024-04-19,C30850,Erin Carter,Male,23,Australia,Paris,Puma Mumbai,Marketplace,Accessories,Puma Running Shoes 94,SKU343589,4,8744.0,16014.04,Cash,3.0,Damaged,EUR,138,34976.0,18961.96
PUMA110875,2024-11-28,C89124,Shawn Hensley,Female,52,France,New York,Puma NYC,Website,Accessories,Puma Sports Shoes 68,SKU845037,10,1156.0,7337.06,UPI,2.0,Damaged,GBP,693,11560.0,4222.94
PUMA113012,2024-04-03,C67130,Elizabeth Silva,Male,49,UAE,Delhi,Puma Berlin,Marketplace,Track Pants,Puma T-Shirts 34,SKU191511,2,11873.0,16627.62,Card,2.0,Wrong Size,USD,517,23746.0,7118.38
PUMA126531,2024-01-11,C84046,Mckenzie Taylor,Female,61,UK,Mumbai,Puma NYC,Marketplace,Running Shoes,Puma Sports Shoes 37,SKU411174,9,1207.0,5404.05,Net Banking,2.0,Damaged,EUR,345,10863.0,5458.95
PUMA122302,2024-03-30,C92921,Ashley Johnson,Male,64,Australia,Delhi,Puma Dubai,Website,T-Shirts,Puma Track Pants 83,SKU714899,4,8815.0,29690.91,PayPal,5.0,Changed Mind,USD,629,35260.0,5569.09
PUMA100560,2023-05-17,C57854,Dennis Mason,Female,32,UAE,Dubai,Puma Mumbai,Website,Track Pants,Puma Accessories 40,SKU291374,10,8582.0,42065.55,Cash,4.0,Not Specified,INR,474,85820.0,43754.45
PUMA113050,2026-01-02,C71121,Karen Burnett,Female,54,India,Delhi,Puma NYC,Store,Jackets,Puma Accessories 83,SKU846236,4,1358.0,3805.08,PayPal,2.0,Late Delivery,INR,201,5432.0,1626.92
PUMA116328,2024-09-07,C23623,Dustin Arnold,Female,16,USA,London,Puma Mumbai,Website,Track Pants,Puma Accessories 61,SKU935249,9,8395.0,58227.11,Cash,4.0,Delivered - Not Returned,GBP,299,75555.0,17327.89
PUMA142723,2025-12-26,C10323,Chloe Anderson,Female,54,USA,Bangalore,Puma London,Store,Sports Shoes,Puma Accessories 63,SKU595710,3,6576.0,10683.28,Net Banking,1.0,Damaged,AED,883,19728.0,9044.72
PUMA108796,2024-06-11,C31460,Mark Harrell,Female,26,France,Dubai,Puma Berlin,Store,Jackets,Puma Track Pants 57,SKU422595,9,7979.0,44226.26,PayPal,4.0,Late Delivery,AED,43,71811.0,27584.74
PUMA136502,2025-11-13,C72753,Jennifer Cochran,Male,39,Germany,New York,Puma Dubai,Store,Accessories,Puma Sports Shoes 95,SKU580459,2,6589.0,7084.68,Card,1.0,Changed Mind,EUR,384,13178.0,6093.32
PUMA123332,2024-06-05,C75930,Fred Taylor,Male,55,UAE,Delhi,Puma Delhi,Mobile App,T-Shirts,Puma Track Pants 97,SKU184815,8,3718.0,22669.33,Net Banking,4.0,Damaged,USD,358,29744.0,7074.67
PUMA118604,2025-07-01,C76453,Christina Herrera,Male,46,India,London,Puma Dubai,Mobile App,Accessories,Puma Running Shoes 98,SKU871548,3,5491.0,12227.69,PayPal,3.0,Not Specified,GBP,219,16473.0,4245.31
PUMA130972,2025-08-21,C85338,Penny Cantu,Female,63,Germany,New York,Puma Mumbai,Mobile App,T-Shirts,Puma Accessories 10,SKU777385,6,4332.0,20143.21,Cash,3.0,Damaged,EUR,119,25992.0,5848.79
PUMA134404,2024-08-20,C18428,Emily Holland,Male,61,UAE,Delhi,Puma Dubai,Website,Jackets,Puma Track Pants 71,SKU629034,6,7228.0,23662.95,Card,3.0,Not Specified,AED,860,43368.0,19705.05
PUMA100432,2024-07-16,C61107,Tyler Williamson,Female,22,Germany,New York,Puma Dubai,Store,Jackets,Puma Running Shoes 32,SKU903218,8,2761.0,12918.18,Net Banking,4.0,Not Specified,GBP,270,22088.0,9169.82
PUMA112494,2024-03-11,C92856,Alicia Cardenas,Female,61,Germany,Sydney,Puma Mumbai,Marketplace,Accessories,Puma T-Shirts 34,SKU815568,10,7116.0,44310.85,UPI,5.0,Changed Mind,EUR,833,71160.0,26849.15
PUMA140673,2024-09-04,C67620,Nicholas Dougherty,Female,22,France,Dubai,Puma London,Website,T-Shirts,Puma T-Shirts 19,SKU989027,4,2104.0,4078.63,PayPal,3.0,Not Specified,EUR,72,8416.0,4337.37
PUMA111179,2025-02-20,C14844,Daniel Carroll,Female,60,Germany,Paris,Puma London,Website,Running Shoes,Puma Sports Shoes 53,SKU428794,8,4351.0,23269.56,Card,3.0,Damaged,EUR,529,34808.0,11538.44
PUMA128771,2024-04-27,C56094,Charles Campbell,Female,26,UAE,New York,Puma Mumbai,Marketplace,T-Shirts,Puma Track Pants 64,SKU535802,1,11623.0,5519.37,Net Banking,4.0,Not Specified,GBP,825,11623.0,6103.63
PUMA135059,2024-01-07,C69591,Jacqueline Hurst,Female,35,France,New York,Puma Delhi,Store,Track Pants,Puma Sports Shoes 78,SKU872160,2,1641.0,1684.77,PayPal,4.0,Not Specified,EUR,981,3282.0,1597.23
PUMA125472,2025-09-06,C68996,Aaron Jones,Female,61,India,Dubai,Puma Dubai,Store,Accessories,Puma Running Shoes 23,SKU871510,2,10204.0,14390.72,Net Banking,1.0,Wrong Size,INR,112,20408.0,6017.28
PUMA125515,2024-04-30,C84777,Gregory Jackson,Male,36,France,London,Puma Berlin,Marketplace,T-Shirts,Puma T-Shirts 38,SKU524919,7,4700.0,21664.76,UPI,1.0,Late Delivery,EUR,354,32900.0,11235.24
PUMA134245,2025-10-03,C21126,Michelle White,Male,58,UAE,New York,Puma NYC,Store,Accessories,Puma Accessories 16,SKU589179,2,4961.0,6444.48,Net Banking,3.0,Damaged,AED,848,9922.0,3477.52
PUMA126102,2024-12-05,C87511,Monica Warren,Female,30,UAE,Bangalore,Puma Mumbai,Store,Accessories,Puma Accessories 54,SKU172991,10,11949.0,66278.17,Net Banking,2.0,Late Delivery,AED,482,119490.0,53211.83
PUMA100210,2025-01-31,C36716,Jaime Snyder,Female,57,Germany,Sydney,Puma Dubai,Store,Jackets,Puma Sports Shoes 85,SKU863664,8,1614.0,10378.95,Card,5.0,Changed Mind,USD,216,12912.0,2533.05
PUMA135320,2024-12-13,C89232,Jennifer Richardson,Male,31,India,Delhi,Puma Delhi,Marketplace,Sports Shoes,Puma Accessories 11,SKU207371,1,11224.0,5821.75,UPI,1.0,Not Specified,USD,841,11224.0,5402.25
PUMA107968,2024-09-18,C61967,Stephen Thomas,Male,38,Germany,New York,Puma London,Website,T-Shirts,Puma Running Shoes 54,SKU799912,5,3030.0,12482.61,UPI,4.0,Damaged,AED,97,15150.0,2667.39
PUMA107833,2024-07-16,C15156,Joshua Hunt,Female,21,Australia,Sydney,Puma London,Store,Sports Shoes,Puma T-Shirts 34,SKU557300,5,2522.0,6551.16,UPI,5.0,Damaged,GBP,424,12610.0,6058.84
PUMA145005,2024-02-24,C15019,Kyle Hayes,Female,23,Australia,Paris,Puma NYC,Website,Running Shoes,Puma Accessories 70,SKU826443,2,630.0,1006.73,PayPal,4.0,Late Delivery,EUR,756,1260.0,253.27
PUMA147122,2023-11-01,C42394,Joanna Duncan,Female,20,UK,New York,Puma Delhi,Mobile App,Sports Shoes,Puma Jackets 37,SKU137217,8,11021.0,68594.3,Cash,5.0,Not Specified,USD,730,88168.0,19573.7
PUMA121467,2023-03-21,C35247,Brian Juarez,Female,30,India,Delhi,Puma Delhi,Website,Running Shoes,Puma T-Shirts 51,SKU407787,3,638.0,1358.81,UPI,1.0,Not Specified,EUR,37,1914.0,555.19
PUMA133623,2023-01-10,C13278,Yvette Jackson,Female,51,UAE,New York,Puma Mumbai,Mobile App,Track Pants,Puma Sports Shoes 47,SKU866087,7,11098.0,46739.7,PayPal,4.0,Late Delivery,AED,65,77686.0,30946.3
PUMA140915,2023-04-04,C97021,Nancy Malone,Female,33,France,Mumbai ,Puma Delhi,Mobile App,Jackets,Puma Track Pants 50,SKU330456,9,3427.0,24366.96,Cash,4.0,Not Specified,USD,903,30843.0,6476.04
PUMA129097,2023-09-24,C64993,Matthew Hughes,Female,19,India,Paris,Puma Dubai,Store,T-Shirts,Puma T-Shirts 64,SKU939644,10,6951.0,46909.25,PayPal,1.0,Damaged,GBP,199,69510.0,22600.75
PUMA116590,2023-02-11,C38379,Shari Hamilton,Male,63,UAE,Dubai,Puma Dubai,Website,Jackets,Puma Jackets 24,SKU395264,2,2830.0,4608.84,PayPal,4.0,Damaged,EUR,234,5660.0,1051.16
PUMA129237,2025-11-27,C72881,Kelly Webb,Female,25,UK,Delhi,Puma Mumbai,Marketplace,Jackets,Puma T-Shirts 22,SKU133771,8,10944.0,69908.27,UPI,2.0,Not Specified,AED,964,87552.0,17643.73
PUMA128508,2025-07-09,C83381,Michelle Martin,Female,23,UK,New York,Puma NYC,Store,Jackets,Puma Accessories 99,SKU974113,1,8646.0,6625.78,Net Banking,4.0,Damaged,AED,320,8646.0,2020.22
PUMA141757,2023-04-16,C49060,Andrew Willis Jr.,Male,47,Germany,Berlin,Puma London,Website,Accessories,Puma Running Shoes 21,SKU929595,2,7469.0,8149.17,Card,4.0,Wrong Size,GBP,3,14938.0,6788.83
PUMA122955,2025-08-08,C65960,Elizabeth Sanders,Female,25,France,Delhi,Puma London,Store,Accessories,Puma Jackets 36,SKU398657,9,6004.0,42584.54,Cash,4.0,Damaged,EUR,9,54036.0,11451.46
PUMA117650,2024-06-30,C21005,Sandra Jones,Male,26,Australia,Berlin,Puma London,Marketplace,Jackets,Puma Running Shoes 21,SKU207560,5,7674.0,26487.04,Cash,2.0,Changed Mind,AED,339,38370.0,11882.96
PUMA128825,2025-02-10,C59350,Pamela Roberts,Female,15,UAE,Berlin,Puma Mumbai,Website,Track Pants,Puma Accessories 53,SKU382175,4,10492.0,20652.27,PayPal,3.0,Delivered - Not Returned,EUR,311,41968.0,21315.73
PUMA120743,2023-06-10,C23737,Wendy Flores,Male,58,India,New York,Puma Mumbai,Website,Accessories,Puma T-Shirts 13,SKU218761,10,11525.0,74945.77,UPI,4.0,Wrong Size,USD,223,115250.0,40304.23
PUMA131589,2024-12-12,C54430,Misty Lee,Female,32,Germany,Sydney,Puma Delhi,Mobile App,Jackets,Puma Running Shoes 72,SKU542269,7,4893.0,26609.99,Net Banking,4.0,Changed Mind,INR,116,34251.0,7641.01
PUMA135208,2023-08-15,C40307,Ryan Reed,Male,38,Australia,Bangalore,Puma Mumbai,Website,Sports Shoes,Puma Accessories 19,SKU858134,2,6225.0,5841.62,Net Banking,5.0,Wrong Size,INR,302,12450.0,6608.38
PUMA117527,2023-04-07,C85656,Linda Hartman,Male,15,UAE,New York,Puma Dubai,Website,Accessories,Puma Sports Shoes 59,SKU844753,1,2344.0,1575.2,Net Banking,4.0,Not Specified,AED,711,2344.0,768.8
PUMA111773,2025-07-22,C82150,David Bradley,Female,28,USA,Bangalore,Puma Berlin,Store,Track Pants,Puma T-Shirts 21,SKU442957,10,9269.0,76410.51,Cash,4.0,Not Specified,EUR,393,92690.0,16279.49
PUMA127467,2023-09-10,C54672,Valerie Holland,Female,27,UK,Mumbai ,Puma Mumbai,Mobile App,Sports Shoes,Puma Accessories 96,SKU104112,7,5893.0,32022.29,Card,4.0,Wrong Size,USD,508,41251.0,9228.71
PUMA118119,2025-04-05,C24663,Christopher Simpson,Female,24,UAE,Bangalore,Puma Berlin,Store,Running Shoes,Puma Running Shoes 6,SKU537357,1,6100.0,3407.44,Card,1.0,Damaged,GBP,790,6100.0,2692.56
PUMA149167,2025-02-14,C97891,Brenda Mclaughlin,Female,33,France,Berlin,Puma Mumbai,Store,Jackets,Puma T-Shirts 23,SKU180491,1,7577.0,3747.06,UPI,4.0,Damaged,EUR,720,7577.0,3829.94
PUMA109531,2025-04-20,C72043,Karl Riley,Male,65,Australia,New York,Puma Mumbai,Store,Jackets,Puma Sports Shoes 3,SKU585437,10,3041.0,18089.98,UPI,2.0,Late Delivery,USD,286,30410.0,12320.02
PUMA110707,2025-04-29,C84151,David Holland,Male,33,India,Delhi,Puma Berlin,Marketplace,Accessories,Puma Track Pants 19,SKU739780,9,5058.0,34408.93,PayPal,4.0,Wrong Size,EUR,740,45522.0,11113.07
PUMA126569,2024-12-19,C71613,John Graham,Female,21,UK,Mumbai ,Puma Mumbai,Store,Sports Shoes,Puma Sports Shoes 33,SKU902951,10,11607.0,69373.1,Net Banking,5.0,Wrong Size,GBP,847,116070.0,46696.9
PUMA112075,2024-06-03,C38766,Jordan Oconnor,Male,37,Germany,Bangalore,Puma Mumbai,Mobile App,T-Shirts,Puma Running Shoes 84,SKU645585,7,11807.0,65875.05,Card,4.0,Damaged,INR,524,82649.0,16773.95
PUMA142709,2023-10-21,C28388,Rebecca Goodwin,Female,61,Australia,Mumbai ,Puma Mumbai,Store,Running Shoes,Puma Accessories 85,SKU653573,7,10918.0,64849.72,PayPal,1.0,Delivered - Not Returned,GBP,701,76426.0,11576.28
PUMA109557,2023-05-31,C62590,Joshua Robbins,Female,39,UK,Delhi,Puma Mumbai,Marketplace,Jackets,Puma Jackets 95,SKU247089,2,1102.0,1367.72,PayPal,5.0,Not Specified,USD,140,2204.0,836.28
PUMA149652,2024-08-26,C89432,James Walker,Female,23,UAE,Mumbai,Puma NYC,Mobile App,Sports Shoes,Puma Running Shoes 14,SKU210986,1,6488.0,4735.5,Card,3.0,Late Delivery,GBP,862,6488.0,1752.5
PUMA109936,2023-12-02,C64276,Rebecca Williams,Female,22,Australia,Sydney,Puma London,Store,Running Shoes,Puma Running Shoes 46,SKU115917,5,1855.0,6851.89,UPI,4.0,Delivered - Not Returned,EUR,447,9275.0,2423.11
PUMA115698,2023-04-04,C65029,Ronald Fischer,Female,32,France,London,Puma Mumbai,Marketplace,Running Shoes,Puma T-Shirts 7,SKU436014,3,5491.0,11343.57,UPI,5.0,Late Delivery,GBP,189,16473.0,5129.43
PUMA107361,2024-04-13,C16106,Sara Russell,Male,25,India,London,Puma Mumbai,Store,T-Shirts,Puma Running Shoes 5,SKU717137,8,2331.0,15226.93,Card,5.0,Not Specified,INR,987,18648.0,3421.07
PUMA146961,2025-09-19,C49333,Jason Riggs,Male,21,Germany,London,Puma Mumbai,Marketplace,Sports Shoes,Puma T-Shirts 41,SKU671679,5,5696.0,21384.2,PayPal,3.0,Delivered - Not Returned,USD,926,28480.0,7095.8
PUMA112695,2023-03-23,C40436,Crystal Obrien,Female,24,Germany,Berlin,Puma Mumbai,Store,Sports Shoes,Puma Accessories 1,SKU477328,10,5996.0,35096.24,Net Banking,5.0,Late Delivery,EUR,229,59960.0,24863.76
PUMA126061,2023-08-12,C11342,Stephen Rivera,Female,49,USA,New York,Puma Berlin,Mobile App,Jackets,Puma Sports Shoes 73,SKU645632,1,5551.0,3148.58,UPI,3.0,Not Specified,AED,115,5551.0,2402.42
PUMA130136,2025-03-18,C76737,Steve Jones,Male,23,Germany,Delhi,Puma Berlin,Mobile App,Jackets,Puma T-Shirts 37,SKU740448,3,6078.0,8468.16,PayPal,3.0,Damaged,AED,588,18234.0,9765.84
PUMA109101,2023-05-17,C43289,Adam Ford,Male,31,USA,Mumbai ,Puma London,Website,Track Pants,Puma Running Shoes 95,SKU371775,9,2756.0,20854.76,PayPal,1.0,Late Delivery,EUR,446,24804.0,3949.24
PUMA107783,2024-08-31,C68959,Colleen Novak,Male,16,UAE,Paris,Puma NYC,Store,Running Shoes,Puma Running Shoes 28,SKU136877,3,6519.0,13753.73,Card,4.0,Damaged,GBP,8,19557.0,5803.27
PUMA145686,2024-10-20,C36219,David Gonzalez,Female,17,Germany,Dubai,Puma London,Mobile App,Sports Shoes,Puma Running Shoes 73,SKU363530,3,4854.0,10733.92,Card,5.0,Late Delivery,AED,245,14562.0,3828.08
PUMA116214,2025-03-25,C66385,Dalton Spencer,Female,39,Australia,Bangalore,Puma Mumbai,Marketplace,Track Pants,Puma Sports Shoes 61,SKU772720,5,3262.0,13279.65,Net Banking,3.0,Late Delivery,GBP,121,16310.0,3030.35
PUMA136454,2024-02-14,C31382,Laura Ramirez,Male,30,USA,Sydney,Puma London,Mobile App,Accessories,Puma Jackets 18,SKU862645,10,10992.0,62445.98,Cash,4.0,Damaged,AED,243,109920.0,47474.02
PUMA126831,2025-09-21,C42581,Ralph Scott,Male,52,UAE,Sydney,Puma Mumbai,Store,Jackets,Puma Accessories 14,SKU750325,9,716.0,5283.39,Cash,2.0,Late Delivery,GBP,19,6444.0,1160.61
PUMA128066,2024-01-28,C27475,Jorge Foster,Female,17,France,New York,Puma Mumbai,Store,T-Shirts,Puma Running Shoes 36,SKU646291,2,10977.0,14582.9,Net Banking,2.0,Late Delivery,USD,767,21954.0,7371.1
PUMA109034,2023-09-14,C77732,Luke Page,Female,55,Australia,Paris,Puma Delhi,Store,Sports Shoes,Puma Jackets 36,SKU147090,4,6102.0,17596.48,UPI,3.0,Late Delivery,GBP,840,24408.0,6811.52
PUMA115460,2025-08-10,C96356,Richard Smith,Male,61,India,London,Puma Mumbai,Mobile App,Jackets,Puma Track Pants 89,SKU917680,8,5111.0,32306.6,UPI,3.0,Late Delivery,AED,767,40888.0,8581.4
PUMA125806,2025-06-21,C53575,Rodney Gay,Female,26,UAE,London,Puma London,Mobile App,Jackets,Puma Running Shoes 47,SKU242372,1,10094.0,7964.4,Cash,2.0,Delivered - Not Returned,EUR,857,10094.0,2129.6
PUMA124555,2023-09-06,C24406,Unknown,Male,36,USA,Paris,Puma Berlin,Store,Track Pants,Puma Sports Shoes 30,SKU406037,8,4074.0,24175.45,Net Banking,4.0,Late Delivery,INR,379,32592.0,8416.55
PUMA120206,2024-12-12,C82465,Andrew Smith,Female,52,UAE,London,Puma Mumbai,Website,Sports Shoes,Puma Sports Shoes 96,SKU552315,2,4965.0,6197.37,UPI,4.0,Damaged,GBP,860,9930.0,3732.63
PUMA146502,2025-05-11,C45012,Robert Williams,Male,32,France,Mumbai ,Puma Mumbai,Mobile App,Sports Shoes,Puma Accessories 89,SKU482957,1,5224.0,3447.58,UPI,5.0,Late Delivery,GBP,81,5224.0,1776.42
PUMA117308,2025-04-09,C77222,Michelle Hernandez,Male,56,UAE,Mumbai ,Puma Delhi,Marketplace,Track Pants,Puma Sports Shoes 12,SKU120948,2,2537.0,3036.14,UPI,4.0,Late Delivery,INR,502,5074.0,2037.86
PUMA146928,2023-10-25,C21711,Dr. Samuel Barton,Male,49,Australia,Mumbai ,Puma Mumbai,Website,Track Pants,Puma Accessories 53,SKU504267,4,9699.0,20659.94,Net Banking,4.0,Late Delivery,INR,732,38796.0,18136.06
PUMA121031,2024-12-24,C73662,Jack Sweeney,Male,22,USA,Dubai,Puma Delhi,Mobile App,Track Pants,Puma Running Shoes 17,SKU419223,9,7260.0,50429.53,UPI,1.0,Damaged,INR,624,65340.0,14910.47
PUMA103877,2024-12-27,C99045,Jay Mitchell,Male,23,Germany,Delhi,Puma Berlin,Marketplace,Accessories,Puma Accessories 100,SKU208302,8,11022.0,71186.66,Net Banking,3.0,Not Specified,INR,536,88176.0,16989.34
PUMA131666,2025-10-05,C84093,Thomas Hardy,Female,25,Australia,New York,Puma Mumbai,Store,T-Shirts,Puma T-Shirts 22,SKU900330,7,6930.0,26697.7,Cash,4.0,Damaged,INR,159,48510.0,21812.3
PUMA136214,2024-05-05,C56142,Danny Cunningham,Female,24,India,New York,Puma Berlin,Marketplace,Jackets,Puma Accessories 97,SKU826367,6,5860.0,28077.36,PayPal,5.0,Late Delivery,USD,993,35160.0,7082.64
PUMA144122,2025-11-20,C30538,Mr. Christopher Day,Male,59,UAE,Mumbai ,Puma Delhi,Mobile App,Track Pants,Puma Running Shoes 39,SKU505914,5,1094.0,2527.73,PayPal,5.0,Changed Mind,AED,611,5470.0,2942.27
PUMA126232,2023-08-12,C99682,Juan Daniels,Female,24,France,Delhi,Puma Delhi,Marketplace,T-Shirts,Puma T-Shirts 92,SKU307983,9,10369.0,68388.13,UPI,4.0,Damaged,INR,180,93321.0,24932.87
PUMA127006,2023-10-08,C89831,Bradley Gibson,Female,44,UAE,Delhi,Puma Dubai,Mobile App,Running Shoes,Puma T-Shirts 35,SKU395722,1,9868.0,5397.36,Card,5.0,Wrong Size,EUR,955,9868.0,4470.64
PUMA119453,2025-03-07,C36720,Eric Garrison,Female,17,Germany,Delhi,Puma Delhi,Store,Track Pants,Puma Running Shoes 13,SKU557714,2,6128.0,5657.49,PayPal,4.0,Not Specified,AED,99,12256.0,6598.51
PUMA130433,2023-11-23,C49000,Lindsay Smith,Female,22,Germany,Paris,Puma Delhi,Mobile App,Running Shoes,Puma Jackets 100,SKU109184,4,558.0,1392.4,Card,5.0,Damaged,USD,842,2232.0,839.6
PUMA107574,2025-06-29,C50942,Christine Sullivan,Male,39,UK,Mumbai,Puma London,Mobile App,T-Shirts,Puma Sports Shoes 86,SKU461490,9,7738.0,46323.09,UPI,5.0,Changed Mind,EUR,226,69642.0,23318.91
PUMA127819,2023-09-15,C12072,Amy Benson,Female,37,Australia,Berlin,Puma NYC,Marketplace,Running Shoes,Puma Sports Shoes 90,SKU352766,10,2843.0,15889.78,Net Banking,3.0,Delivered - Not Returned,USD,652,28430.0,12540.22
PUMA118734,2025-05-20,C44178,Angel Murray,Female,16,USA,Delhi,Puma Mumbai,Website,Running Shoes,Puma Track Pants 22,SKU110880,10,11529.0,95869.99,PayPal,3.0,Changed Mind,USD,516,115290.0,19420.01
PUMA100602,2025-12-23,C15596,Kenneth Perez,Female,16,India,New York,Puma Mumbai,Marketplace,T-Shirts,Puma Accessories 84,SKU607182,1,7750.0,5818.93,UPI,4.0,Late Delivery,EUR,130,7750.0,1931.07
PUMA116822,2025-06-27,C56843,Michael Moreno,Male,52,UAE,New York,Puma Berlin,Mobile App,Track Pants,Puma Jackets 71,SKU977776,3,7425.0,18482.69,UPI,4.0,Changed Mind,GBP,679,22275.0,3792.31
PUMA113468,2023-09-09,C86200,Jimmy Jackson,Female,31,France,Berlin,Puma Mumbai,Marketplace,Track Pants,Puma Track Pants 73,SKU665590,6,8315.0,24360.66,Net Banking,4.0,Not Specified,INR,216,49890.0,25529.34
PUMA143675,2024-02-20,C44439,Tiffany Gilbert,Female,22,Germany,New York,Puma Delhi,Marketplace,Track Pants,Puma Accessories 83,SKU429573,8,3224.0,16741.06,PayPal,2.0,Late Delivery,USD,368,25792.0,9050.94
PUMA125321,2025-04-29,C27500,Sheryl Davis,Female,37,UAE,Mumbai,Puma Mumbai,Store,Running Shoes,Puma T-Shirts 29,SKU118937,9,4113.0,30121.49,Net Banking,5.0,Not Specified,INR,887,37017.0,6895.51
